# Response ID, Median sentence length by number of characters
1829249,45
1829333,99
1829391,178
1829459,150.5
1829626,140.5
1829713,63
1830076,90
1830175,112.0
1830526,101.0
1830689,136
1830781,111
1831016,154.0
1831017,91.5
1831082,117
1831328,212
1831372,113
1831403,125
1831527,109
1831826,62
1831919,77
1831966,112.0
1831995,68
1832022,107
1832138,82.5
1832424,149
1832531,81
1832730,119.0
1832741,75
1832754,139
1832783,122.0
1832862,161
1832944,226
1833001,107.5
1833222,129.0
1833352,70.0
1833503,103
1833550,103.5
1833719,125
1833842,111.5
1833987,85.0
1834181,98.0
183439,78.0
1834502,111
1834800,131.0
1834829,115
1835056,50
183509,92
1835226,178.0
1835617,54.5
1835675,79
1835952,110
1836043,102.5
1836262,67
1836424,52.0
1836696,115
1836889,149.5
1837048,127
1837745,94
1837869,86
1838160,61.0
1838301,74
183864,104
1838709,50.5
1838789,92
1838813,116
1838876,120.5
1838943,106
1839047,93
1839454,129.0
1839468,132.0
1839488,89.0
1839745,100
1839756,129
1839825,84
1839898,84.5
1840132,98.0
1840309,92.5
1840823,297.5
1841337,155.5
184169,75.0
1841798,104
1842341,141
1842469,85.0
184250,101.5
1843663,68.5
1843719,81
1843813,85.5
1843909,90.0
184396,122.5
1844216,76.5
184425,94.5
184433,93.0
1844384,132.5
18443,100.0
1844667,124.5
1844735,119
1844817,94.5
184501,118
184502,108
1845277,93.5
1845298,71
1845317,129
1845329,99.5
1845428,137
1845491,76.0
1845799,72
1845882,87.5
1845908,139
1846107,97.5
1846165,65
1846289,129
1846376,100.0
1846535,69.0
1846787,210.0
1846871,85
1847009,113
1847202,139.5
1847888,80
1847988,111
1848116,52.0
1848325,114.0
184838,123
1848821,62
1848828,183
1849055,145.5
1849217,96
1849236,86
1849377,68.0
1849445,159
1849473,77.0
1849798,64.5
1850000,91.0
1850065,112.0
1850177,83
1850554,101.0
1850853,154
1850915,79.5
1851087,86
1851256,92
1851358,83
1851362,82
1851482,107.5
1851774,93.0
1852130,61.5
1852459,83.0
1852526,76.5
1852578,70.5
1852934,67
1853208,162.0
185353,107.0
185355,51.5
1854040,123
1854912,91
1855036,139
1855040,57.5
1855091,102.5
1855100,95
1855151,125
18553,68
1855425,66.5
1855436,128.5
1855474,112
1855603,176
1855878,78.0
185589,211.5
1856265,64
1856704,92
1856752,98.5
1856791,82.0
1856880,114
1857329,81
1857674,78
1857776,57
1857796,96.5
185786,80
1857994,110
18589,98
1859110,62
1859171,69.5
185935,83
1859362,66.0
1859442,86
1859914,105
1860170,100
1860204,124
186038,96.5
1860798,134
1860931,60.5
1861008,92
1861376,77.0
1861432,82.0
1861569,103.0
1861602,125
18618,82.0
1862033,149.5
1862044,240
1862108,112
1862135,115.5
1862213,147.5
1862597,89
1862857,148
1862930,91.0
1863133,107
1863314,119.5
1863335,151
1863598,116
1863661,80
1863861,112.0
1863980,152
1864047,81
1864343,224.0
1864424,165.0
1864490,82
1864651,155.5
1865188,38
1865428,89
1865588,120.5
1866040,169.0
1866053,71.0
186616,107.5
1866189,109
1866485,126.0
1866519,75.0
1866699,136
1866998,59.0
1867170,155.5
1867349,116
186742,120.0
1867544,105.5
1867669,141.0
1867710,99.0
1867713,95
1867759,80
1867819,122
1867836,93
1867892,124.0
1867898,143
1868384,56
1868614,77.5
1868683,91.5
1868953,179.0
18690,75.5
1869446,153.5
1869500,83
1870109,68.5
1870544,109.0
1870874,130
1870913,137.5
1871293,125
1871420,91.0
1871445,84
187161,97
1872373,119.0
1872486,133
1872542,148.5
1872709,74.5
1872730,72.0
1873223,120.0
1873373,95
1873904,74.5
1874010,162.5
187423,69.0
1874812,60
1874887,87
1874897,96
1875054,92.5
1875166,114
1875365,64
187564,156
1875730,105
1875918,91.5
1875929,241.0
1875977,58.5
187606,87
1876070,84.5
1876159,155.0
1876260,110.5
1876624,112.0
1876658,120
1876856,78.0
1877041,67
1877054,83
1877202,96.5
1877217,80
18772,60
1877357,129
1877577,117
1877755,75.0
1877806,102
1877943,80
1878259,142.5
1878281,49
1878331,170.0
1878343,97.0
18783,105
1878434,79
1878511,92.5
1878607,106.0
187869,303
1878758,98
1879085,94
187908,77
1879285,107.0
1879287,117
1879389,116.5
1879803,99
187987,134
1879929,107.0
1880033,107.5
1880284,54.0
1880429,81
1880475,58
1880574,78
188065,84.5
1880917,120
1881024,85.5
1881129,131.5
1881234,121.5
1881255,110
1881307,58.5
1881363,91.5
1881387,118.0
1881774,111
1881808,100
1881835,129
1882595,72
1882605,101
1883201,161
1883301,96.0
1883438,53.0
1883549,217.0
1883710,108
1883775,97
1883776,92.0
1883814,102.0
1884003,151.5
1884170,87
1884229,149.5
1884363,69
1884423,70
1884430,96.5
1884478,154.5
1884689,58.0
1884731,99
1884944,93.0
1885032,67.5
1885105,82
1885316,83
1885464,54.5
188568,154.0
188575,119.0
1885778,108
1885950,82.5
1886013,69
1886052,109.5
1886087,68.0
1886262,192.0
1886352,134
1886379,95.0
1886561,160.0
1886800,72
1886837,97
1886957,146.0
1887334,69.5
1887445,101
1887476,109
1887513,109
1887730,78.0
1887736,174
188786,93
1887879,88.0
1888048,133.0
1888056,125.5
1888446,119.0
1888675,106
1888691,52.0
1888796,87
1889035,107
1889122,88
188924,41
1889278,110
1889610,90
1889890,99.0
1889922,96.0
188994,75.5
188996,148
1890278,115.5
1890313,70
1890322,64
1890624,95
1890853,121
1890984,99.5
1890986,107
1891003,65
1891040,181
1891063,97
1891105,85
189120,79.0
189128,79.5
1891531,110.5
1891631,120.0
189168,150.0
1891834,105.0
1891971,61.5
1892023,217.0
1892605,102
1892623,117
1893055,87
1893059,90.5
1893256,83.5
1893297,116.0
189340,84.5
1893653,83.5
1893702,94.5
1893911,78
1893974,188.5
1894121,138.5
1894168,107.5
1894288,91.0
189469,110
1895082,97.5
1895101,155.5
1895372,98.5
1895764,105
1895805,87.0
1895914,96
1896297,84
1896558,78
1896728,164.0
1896929,62.5
1897034,76.5
18970,105.0
1897115,96
189712,68
1897285,76
1897702,54
1898056,151.5
1898477,122
1898506,141.0
1898629,129
1898739,78.0
1898890,79
1899095,82
1899178,93.0
1899196,106
1899541,116
1899762,107.0
1899820,81
189992,118
1900348,124
1900456,84
1900495,75
1900506,93
1900657,82.0
1900837,73.5
1901065,97
1901174,77
1901493,95.0
1901507,93
1901524,96
1901534,72
1901695,100.5
1901988,112.5
1902021,95
1902250,115.5
1902329,130
1902507,70.0
1902675,150
1902737,85.5
1903269,113
190334,68
190335,100.0
1903469,144.0
1903589,71.5
190364,91
1903817,116.0
1903821,101.5
1903986,123
1904071,144.5
1904092,111
1904120,92.0
190419,84.0
1904385,129.5
1904634,88.0
1904652,104.0
190498,133
1905218,94.0
1905287,75
190605,92
1906296,127.5
190638,84.5
1906639,154.0
1906708,98
1906876,68.0
190711,100
1907200,111.0
1907317,106.5
1907486,65.5
1907556,73
1907882,127.5
1907905,61.5
1907920,94.5
190835,74.0
1908399,133.0
190882,111
1909084,81.5
1909495,193.0
1909624,84
191013,72.5
1910474,119.5
1911051,125.0
1911103,103.5
1911494,101
1911666,205.5
1911738,90.0
1911820,102.5
1911915,72
1912129,98
1912367,133.5
1912455,100
1912483,99
1912518,68
191284,102.0
1912950,67.0
1913222,80.0
1913238,60
1913398,152
1913808,89.0
1913827,291.0
1914358,137.5
1914500,115.5
1914625,173.0
1914658,133.0
1914756,115
1914811,85
1914897,76.5
1914901,90
1915202,142
1915705,140.5
1915926,104.5
1916067,136
1916088,86.5
191618,108
191622,174
1916426,76.0
1916432,119.5
1916509,88
1916675,101.5
1917114,80
1917631,213
1917815,130.5
1917949,204
1918130,138
1918553,111
1918582,62.5
1919019,132
1919271,69.0
191928,134
1919312,103
1919763,73
1920091,146.5
1920142,68.5
1920395,174
192049,116
1920674,59
1920727,158.0
1920823,111.0
1920838,88.5
1920890,104.0
1920898,77.0
1921018,88
1921556,120.5
1922062,94.5
1922074,111.5
1922880,105
1922932,101
192302,108
1923097,102
1923251,135
1923298,103
1923351,96.0
192335,139.5
1923639,106.5
1924028,76
1924109,67.5
1924213,62
1924275,115
1924395,90
1924461,154
1924679,170
192477,82
192496,130.5
1924974,135.0
1925193,171.0
1925288,446
1925292,52
1925465,73.0
1925605,87.5
1925619,130.5
1925636,208
1925678,116.0
1926100,91
1926212,168
1926264,56
1926378,116
1926390,120.0
1926423,130
1926483,63.0
1926567,63.5
1926777,120.5
1926862,111
1926866,98
1927251,90.0
1927391,127.5
1927415,79
19280,111
1928114,88.5
1928371,94.0
1928372,93
1928452,118.0
1928621,131.5
1929048,79.0
1929062,45.0
1929220,105.5
1929273,91
1929385,111
1929617,90
1929727,87
1929938,84.5
1930033,92.5
1930176,74
1930343,78
1930758,74
1931193,50.5
1931471,78.0
1931755,122.5
1931800,105
1931885,69
1931946,91.0
1932266,109
1932430,104.0
1932598,72.0
1932975,90
1933016,76.5
1933112,68.0
1933286,88.5
193332,92.0
1933471,79
1933524,85.0
1933581,264.0
1933597,110.0
1933643,81.5
1933701,152
1933706,95.0
1933790,83
1933857,105.0
193394,72.0
1934054,137.0
1934104,156.5
1934148,68.0
1934368,72
1934589,95
1934773,94.0
1934994,111.5
1935121,83
1935243,148.5
1935347,303.0
1935358,67.5
1935473,92.5
1935600,85.5
1935920,94.0
1935974,94
1936248,101
1936333,68
193638,118.5
1936443,113
1936559,150
1936648,104
193664,103.0
1936906,120.5
1936933,158
1937053,86.5
1937595,171
1937630,141.0
1937666,77.5
1937949,135
1938053,166.5
1938115,115.0
1938167,88.0
1938223,128.0
1938370,107
1938677,108.5
1938785,88
1938805,120
193896,137.5
1939012,137.5
1939118,169
1939513,117.0
1939660,120
1939747,146.5
1939919,89.0
1940156,92.5
1940273,153.0
194031,277
1940460,53.0
1940739,88.5
1940783,87.0
1941006,121
1941034,118.5
1941245,101.5
1941255,106.0
1941769,91
1941925,73
194221,97.5
1942397,107
1942513,80.5
1942590,153
1942894,93
1942896,99
1943309,94
1943537,115.0
1943566,129.0
1943633,70.5
194381,96.0
1943963,63
1944292,50.5
1944797,45
1944988,103
1945072,128
1945121,158.5
1945210,96
1945419,89.5
194550,143
1945591,137
1945688,102
1945717,98
1946030,114.5
194604,97
1946129,90.5
1946224,152
1946257,119.0
1946412,79.0
1946793,100.0
1947147,187
1947244,75.0
1947273,112
1947526,97
1947629,194.0
1947849,113.0
1947995,123.5
194815,109
1948238,74.5
1948305,127
1948309,93.5
1948505,94.0
1948622,122
1948656,60
1949044,76.0
1949293,104
1949441,152
1949465,104.5
1949469,122.0
194951,76
1949860,107
1949996,66.0
1950099,91
1950114,145
1950137,122.5
1950273,63.0
1950275,69.0
1950679,89
1951226,64
1951427,87
1951527,127.0
1951528,94
1951565,158
1952060,114.5
1952148,84
1952215,117
1952229,114
1952451,84.5
1952524,87
1952680,114
195282,146.5
1953039,194.5
1953170,125.0
1953464,96
1953587,95.0
1954279,73.5
1954349,54.5
1954483,51
1954563,187
1954751,143.0
1954943,70
1955039,96.5
1955085,163
1955440,106
195557,67.5
1955715,43.0
1956027,112.0
1956355,127.0
1956422,73.0
1956445,87
1956613,210.0
1957010,224.5
1957399,88
1957470,93.0
1957508,88.5
1957664,127
1957711,67.5
1957769,65
1957836,96
1957875,87
1957923,58
195811,117.0
1958208,149.0
195844,69.5
1958482,135.5
1958667,119.0
1958732,119.0
1958750,118.0
1959186,89
1959206,100.0
1959261,85
1959282,126
1959362,105.0
1959379,127.0
1959582,92
1959730,124.0
1960077,101
1960198,147
1960235,89
1960517,79
1960837,97
1961123,118.5
1961181,93
1961322,87.0
196145,120
1961659,102.5
1961666,63.0
1962013,139
1962132,288.5
1962239,118
1962463,94
1962514,63.0
196269,125
1962828,132
1962854,78
1963282,123.5
1963652,136.5
1963659,107.0
1964057,99
1964223,41
1964253,122.5
1964703,64
1965043,304.0
1965265,109
1965488,139.0
1965543,119.0
1966030,103.5
1966058,69.0
1966092,65
1966367,72
1966763,74
1966802,209
1967275,102.5
1967432,98.5
1967505,113.5
196767,68
1967799,183
196859,100.0
1968745,110
1969070,105.0
1969107,99.5
1969304,183
1969367,62.0
1969448,114
1969556,109
1970058,67.0
1970204,153
1970214,122
1970260,91
1970364,154
1970410,154
1970419,97
1970447,94.0
1970537,152.0
1970637,85
1970940,57.0
197102,80
1971240,106.5
1971300,162
197130,78
1971447,138
197162,109
197192,130.0
1971958,46
1972003,73.0
1972331,157
197244,131
1972468,92
1972543,91.5
1972574,122.0
1972638,98
1972976,110
1973098,125.0
1973171,126
1973206,121
1973307,127.5
1973348,104
197341,91.0
1973436,72
197344,95.5
1973630,152
197371,107
1973865,104.5
1973898,98
197393,97.0
1974275,137.0
1974554,79
197460,164
1974614,102.5
1974664,99.5
1974703,77
1974800,132.0
1975032,102
1975574,64
1975782,155
1975798,187.5
1975922,105.0
1976209,120.5
1976735,114
1976900,83.0
1977014,96.0
1977124,138.5
1977368,111.0
1977550,99
1977740,115.5
1977747,92
1978082,94.5
1978387,94
1978467,221.5
1978606,90.5
1978879,94.5
1979084,97
1979113,76.5
1979614,123.0
1979833,82
1979839,90.0
1980109,136
1980125,63
1980133,77
198024,100.0
1980653,71.0
198068,92
1980911,82.0
1980942,142
1981018,75
1981167,112.0
1981188,85
19812,91
1981505,77
1981746,285
1982148,105.0
1982204,83.0
1982206,84
198232,91
1982393,110
1982667,125.0
198284,162
1982859,85
1982981,100.5
1983276,119.5
1984052,142.5
1984410,116
1984638,74
1984679,87.0
1984859,95
1985441,90.0
1985615,86
1985734,92.0
1985995,76.0
1986145,92.0
1986269,134.5
1986352,114.5
1986608,164
1986859,187.0
1986910,57.5
1987032,146.0
1987748,118.5
1987760,73.5
1988397,112.5
1988555,50
198874,98.0
1988999,101
1989038,110.0
1989288,87
1989379,100
1989384,75.0
1989574,208.0
198987,149.5
1990028,174.0
1990226,110.5
1990253,144.5
1990378,160
1990384,60.0
1990457,102.0
1990536,74
1990688,114
1990873,78.0
199088,93
1990906,98
199111,48
1991130,96.0
1991699,131
199191,38.5
1992649,149
1993234,65.5
1993311,60.0
1993586,84.0
1993690,74
1993770,99.5
1993805,68.0
1993857,114.5
199409,100.5
1994161,134
1994254,89.5
1994570,88
1994717,85
1994830,157.0
1995325,144
1995335,105
1995896,49.5
1996055,53.5
199618,96
1996386,85
199662,90.0
199676,106
1997179,123.5
1997187,113
1997288,131
1997315,114
1997833,106
1997876,93
1997981,78
1998110,110.0
1998182,133.5
19982,262
1998526,64.5
1998774,128.0
1999007,85
1999198,96
1999363,157.0
1999931,159.0
1999967,91
200212,111
200229,112
20023,132
200370,86.5
20063,152.5
200730,112.5
201054,89.0
201296,114
201516,109
20156,128.5
201613,118.0
201737,95.5
202088,102.5
2024,73.5
202527,62.0
202579,146.5
203031,89
203098,77
203408,132
203564,107.0
203577,81.5
203584,103.5
203624,100
203641,55.5
20376,100.5
203797,108
203860,224.5
20400,78.0
204039,67
204655,119
204692,151.0
204805,87.5
205349,83
205517,75.5
205833,75
206383,87
206458,140
206577,121
206591,99.0
206667,119.5
206845,68.0
206871,70
206961,118
207021,96.5
207022,160
207386,143
207661,265
207894,145.5
208020,65
208332,91
208336,125.0
208569,101.0
208667,126.0
208687,157.5
208756,121.0
208932,100.0
209165,103
209198,209
209405,135.0
209743,100
209944,104
210047,104.5
21007,108
210266,83.5
210440,96
210522,82
21052,116
211004,123
211718,96.5
211892,107
212983,116
21310,96.0
213618,66
213629,149.5
213837,94
213971,169
214190,61
214437,93
214522,109.0
214747,121.0
214874,116.5
214973,60.0
215054,127
215124,72.0
215276,97
215284,84
215377,96.0
215393,228.0
215404,100
215515,210
215594,57
215896,177
21595,104.0
21598,81
216219,94
216343,83
216672,63
216676,74
216699,78
216924,76
217172,97.5
217294,173
217726,99
218166,110.5
218320,85
218533,89.0
218722,131.5
218795,144
218850,281
218989,168
219495,77.5
219760,130
219920,154
219983,52.0
220141,63
22025,80.0
220304,108
220420,142.0
22056,147.0
220830,138.5
221057,134
221221,348.0
221642,108.5
221718,111.0
221746,78.0
221777,181.5
222001,110
222236,105
22249,75.0
222678,67
223119,53
223311,96.0
223383,88.5
223449,170
223513,80
223549,111
223932,88.5
22394,96
224123,111
224229,91.5
224399,65
224530,66.0
224597,84.5
224699,82.5
224749,86.5
224803,89
225183,101
225191,92
225253,98.5
225321,82.5
225332,119.0
225385,65.5
225471,70
22549,80.0
225803,191.0
225902,103
22597,89
226446,80
226684,84.5
226862,105.0
226985,126.5
22698,105
227056,133.5
227121,92.0
227398,69.0
227513,53.0
227810,116.0
227829,58
228002,101
228030,93
228686,220
228843,89.0
228904,124.0
22919,117
229282,67
229291,85
229365,130
229796,58.0
229813,58.5
229884,91
230059,104
230075,96
230181,97.5
230223,118.0
230324,62
230375,126
230433,74.0
230570,49.5
23062,100
230893,105.5
230995,110.0
231071,72.5
231275,111.5
231403,90.5
231566,184.5
231611,255
231681,164.0
231710,86
23175,78
232159,94
232162,206
232421,116.0
232528,85.0
232846,106
232900,61.5
232912,105
232918,83.0
23291,101
23292,124
233040,74.5
233283,133
233457,94.0
233577,79
233841,96.5
233856,79.0
233980,49
234141,130
234361,206
234549,83.5
234918,75.0
234945,72.5
234966,193.5
234970,97.5
235266,152.5
235600,66
235787,84
235813,78
235958,82.5
236229,111
236302,106.0
236530,106
236604,91
236609,76.5
236714,75.5
236812,99
23684,65.5
237139,117.0
237519,108
237591,197
237716,79.5
237833,113.0
238028,83.0
238046,98.5
238277,101.0
238442,121.5
238462,107
238497,92
238578,100.5
238640,91.5
238746,130.5
238829,73
23897,93.0
239247,108
23925,177.0
239337,229
239365,74
239429,119.5
239458,101
239589,109
23976,174
239779,126
240112,79.0
240333,118
240362,65.5
240424,238.0
240498,88.0
241041,113.5
241042,111
241267,115
241454,105.0
241582,98
241910,65
24202,103
242486,61
242530,77
24266,150
243034,94
24312,48
243189,141
243283,85.5
243351,92.0
243436,98
243479,94.5
243572,140.0
243648,110
243901,105.5
243923,162.0
24427,108
24514,44
245196,235.0
245244,136
245247,80
245352,80
245509,106
245530,96
245604,60
246049,91.0
24637,120.5
246408,112.0
246453,104
246766,112
246942,79
247030,165
247074,90
247417,99.5
247673,87.5
247891,79.5
248204,178.5
248298,166
248820,132.0
248869,102.0
248917,76.5
249066,102
249357,145
249597,60
249704,144.5
24975,108
249811,97
249979,162
250046,97.0
250129,117
250152,101.5
250325,113
250580,153.5
25063,101
250963,192
251380,84.5
251892,89.0
251933,96
251973,156.5
252428,77.0
252513,77
252559,90.5
252736,103
252942,144.0
253026,83
253075,89
253143,116
253215,54
253436,80
253460,103.5
253909,91.5
254034,74
254171,77.0
25431,330
254471,83.5
255205,62.0
255474,77.0
255499,136.0
255543,101
25554,98.5
256014,93
256147,105.0
256269,79
256270,114.5
256468,112
256471,79
256875,87.5
257046,114
257665,122
257920,130
258020,148
258207,80.0
25841,120.5
258625,68.5
25867,71.0
258897,104
259309,99
259334,65.0
259379,105.5
25948,99
259968,97
260110,74
26027,111.0
260590,144
260850,69
261167,108.0
26125,89
261285,176.5
261326,131.0
261490,118.0
262064,107
262108,97
262595,132
262639,117
262670,83
262703,114
263231,128
263396,119.0
263434,89
263559,177.0
263612,80.0
263723,195.0
26388,69
263890,122.0
263985,71
264000,109.5
264467,122
264742,142
265071,76.0
265252,202
265309,97
265349,87
265853,111.5
265988,153.5
266176,137
266194,69.0
266333,111.5
266344,89.5
266499,118.0
26649,97
2664,136
266989,51
266990,77.5
267031,97.0
267144,109
267165,121.0
26720,145
26729,91
267723,117.5
267730,82
268450,150
268468,108.5
268700,82
268901,131.0
269047,132.0
269129,93
26917,84.0
269212,102.5
269251,228
269320,96.0
269448,127
269477,96.5
269739,91
269793,69.0
269948,155
269951,129
270049,117.0
270174,137.0
270277,92.5
270351,177
270577,90.5
271799,52.0
271901,74.0
272111,71.0
27217,88.0
272222,142.0
27234,88
272359,124.0
272392,80
272533,135
272613,96
272679,120.0
273307,69
273464,100.0
273570,106.5
273674,100.5
273705,86
273992,76
274008,95.5
274165,87
274606,134
274657,68
274764,117.5
274775,99.0
27527,64.5
275310,109.5
275680,101.0
276037,93.0
276228,185.5
276255,117
276573,76
276813,72.5
276954,75.0
277369,205
277374,140
277514,129
277527,103
277789,92.0
277933,70.0
278882,102.0
278986,102
278,102.5
279212,78.5
279246,156
279333,116
279504,83
279602,98
280149,132.5
280209,110.0
280553,141.5
280564,74
281578,156.0
281707,68
282050,102
282145,86
282249,96
282339,77
282386,125
282581,135
28261,121
2829,100.0
283017,85.5
283105,80.0
283178,113.5
283187,57.0
283355,122
28364,105.0
283847,51.5
283858,113
284285,88
28471,101.5
285328,74.0
28532,130
285349,104.5
28557,119.5
285736,93.5
286058,109
286096,75.5
28609,130.5
28610,101
286465,86
286517,127
286693,104
286707,58
286787,109
286788,151.0
286942,100
287666,104.0
28771,77
28789,92.5
287929,102.0
288101,116.0
28841,90
288526,56.5
288552,94.5
288593,87
288794,131.5
289027,93
289151,126.0
289352,120
289476,50
290588,142
290608,53.0
290671,81.0
291030,89.0
291292,79
291392,82.5
291848,92
291964,98.5
292027,56
292031,71.0
292059,167
292080,105.5
292161,87.0
292277,115
29229,105.0
292532,172
292708,69
292890,73
29289,106.0
293268,131.0
293500,104
293641,134.0
293907,93.5
293948,94.0
29397,83
293987,101
294163,73
294274,120.0
29470,78
29490,133.5
295339,77.5
295475,60.0
295512,68.0
295607,115.0
295638,146
296169,101.0
296423,119
29693,88
29696,137
297050,175
297471,92
297477,95.5
29755,121
297621,48.0
297639,91
297671,88
297705,101.5
297801,89.0
297871,88.0
29789,88.5
297988,195.0
298202,103.5
298304,63
298409,106
298412,132.5
298493,147.5
298837,61.0
29905,60
299173,261.0
2991,115.5
299503,122
299534,155
299573,107
29959,98
300271,297.0
300297,117.5
30159,156.0
301758,56.5
301810,84
301964,84
302096,129
302140,88
302222,141.5
302276,73
302388,96.5
302739,99
303067,93
303494,101
303537,83
303946,149.0
304012,100.5
304243,104
304338,84
304356,129.0
3044,58
305063,120
305227,70.5
305245,153
305322,60.5
305376,146
305383,92
305436,70
30584,108.5
305904,131
305957,122.5
306042,94.0
306086,79.0
306204,220
306419,88
306478,108.0
30668,95
307077,90.5
307664,75.0
307679,104.0
308280,111.5
308336,81.0
308358,140.0
308395,138.0
308627,136.0
308649,76.5
308728,89
308852,128
308972,73
309020,116.5
309113,103.5
309367,109.5
309909,96.5
310495,124.0
310537,181
310552,111.0
310620,104
311063,57
311086,83.5
31117,102.0
311318,107
31135,116
311465,111.0
311539,118.5
311660,116.5
312526,90.0
312605,73.0
312667,112.0
312838,74.5
313171,97.0
313349,143.0
313400,107
313445,85.0
313492,103.5
313791,114.5
314118,66
314201,98
314209,158.5
314551,99
314993,99.0
315042,109
3150,63.0
315284,87.0
31544,105.0
315471,75.5
315607,87.0
315619,74.0
315703,152.0
315825,76
316000,107
316216,122.0
316246,105.0
316264,122.5
316488,91
31650,99.0
316566,77.5
316692,97.0
316711,104
316818,75
317001,91.5
317082,96
317132,106.5
317145,95
317316,92
317607,126
317765,140.5
317789,118
318025,150.0
318781,99.5
319026,83
319124,160.5
319647,91.5
319655,152
319663,85
31998,116
320097,160
320131,130.0
320310,105
320403,78.5
320486,72
320506,96
320545,76.5
320613,143.0
32073,132
321175,107.0
321193,74
321317,61
321427,91.0
321492,77.0
321536,71.5
321969,139
322068,83
322288,33.5
322375,145.0
322382,69
322593,87
322686,149.0
322818,117.5
322882,131
3228,124
322963,65
323149,110
323746,115
323858,82
324238,93
324280,185
324493,173
324552,132
324624,112
324708,91.5
324828,117.5
325107,107.5
325413,200.5
325605,132.0
325813,100
326005,78.5
326209,118.0
32629,128.5
326662,98
32672,122
326766,93.0
326967,111
327221,118
327355,100.5
327377,101
327395,89
327590,152.0
328001,94
328055,102
328114,109
328129,218
328160,84
328308,76
328460,111
328538,90.0
328782,99
328972,129
32900,149.5
329089,106.5
32922,136
329446,98
329621,111.5
330048,58
330072,51
330229,112.0
330983,76.0
33102,129.0
331142,97
331366,85.5
331558,72
331578,95.5
331796,101.0
331945,87
332053,231.0
332209,59.5
332386,131
3323,104.0
332497,101
332702,101
332739,80
332776,160
333188,95
333208,153
333346,60.0
333388,520
333391,99.5
333929,126
334282,137
334470,68.0
334735,77.5
334895,105.0
335055,108.5
335286,135.5
335468,63
335494,179
335928,95.0
336033,109.5
336218,81
336237,101
336738,74.5
336929,106
336952,109
336993,142.0
337180,140.0
33745,185
337831,75.5
337855,104
337893,107
338048,115.0
33811,105.0
338191,176
338351,88.5
338552,85.0
33857,115.0
338634,140.5
338727,75.0
338900,135
339271,118
339317,138.5
339490,139.5
339507,130
339615,112.5
33973,84
339750,92
339788,70.5
340050,82
340105,140.0
340441,114.5
340486,82
340645,75
340652,140.0
340944,96.5
340980,141
340981,132.5
341028,75
34125,105
341473,81.5
341502,315
341509,75
341648,116.0
342133,75.5
342177,70
342471,84
342500,132.0
342533,66.0
342760,71
343140,94.0
343221,88
343252,166
343455,86
343833,87
343870,104.5
343891,83
34393,70
343967,104
344395,100.0
344411,84
344615,140.0
344808,104.0
345136,110.5
345389,108.5
345396,74
345566,132
345667,78.5
34566,150.0
345960,128
346060,115.0
346667,75.5
347124,168.5
347451,71.5
347476,73.5
347819,93.0
347830,94.0
348018,71
348032,97
348418,100
348802,87.0
348814,77
348909,104.0
348912,105
348,115.0
349221,83
349241,33
349573,100
349785,107.0
349901,105
350362,117
350567,118.5
350570,75
35061,155
350703,80
350859,99.5
351204,67.5
351232,86
351246,119.0
351595,117.0
351598,63.5
351720,77
351945,145
351967,80
352106,80.0
35220,114.5
352464,95
352739,87.5
352916,103.5
353004,85.0
353165,164.0
353415,126.0
353505,107.0
353596,90
353637,122.5
354202,107
35420,65
354293,67.0
354296,92
354356,99.0
354398,79.0
354505,107.0
354664,118
354904,77.0
354980,75
354992,80.5
355369,94
35548,92
355513,75
355601,90.0
355886,118.0
356896,95
357042,108
357226,122
357435,128
357770,124.0
357827,87
357911,107
357929,139.0
358008,84.5
358073,88
358198,83
35820,151
358230,130
358345,96
358368,139.0
358636,110.5
358649,199
358795,112.5
358986,112.0
359071,69
359152,91
359460,85
35950,459.0
359533,72
359564,75.0
359664,47
359680,109
35984,129.0
359895,131
359904,215
360023,242.5
360150,122
360184,141
36056,106.0
360807,102
360829,166.5
360862,113.5
361017,214.0
361406,91.0
361670,95
361804,117
361929,80.5
361975,81.5
361993,72.0
362204,129.0
36239,125
362565,84
362621,169
362757,69.0
36300,109
363025,86.5
363278,90
36328,120
363592,28
363617,97
364007,74.0
36413,125
364183,113
364677,45
364730,93.0
365199,84.0
365442,137
365496,65.5
365977,87
36602,106
366248,72
366442,118.5
366477,88
366560,90.5
36663,102
36673,121.5
3668,87
366908,69.0
366980,158.5
367037,89.5
367591,58
367602,94
367618,130.5
367693,57.5
367918,209
368009,126
368260,114.5
368264,119.0
368295,160
36833,101
368666,118
368772,73.0
368806,91.5
368888,122
368964,93.5
369170,123.5
369283,85
369664,101.5
370142,86.0
370190,190
370480,174.5
370538,135.0
370672,101.5
370830,120
370914,95
371190,140.5
371274,129
371484,142.0
371485,72.0
371940,131.5
371949,144.0
371953,121.5
371975,80
372098,72
372109,119.0
372234,91.0
372592,70.0
372715,102.5
373416,104.0
373755,98.0
374276,69.5
374509,108
374554,39
374649,83
374682,91
374895,83.5
375388,114.0
375611,67
375876,164.5
376233,225.5
376368,96.5
37662,145.0
376891,107
37703,97
377202,68.0
377496,65
377584,80
377622,82.5
377696,109.0
37807,69.5
378318,134
378471,66
378529,86.5
378535,126.0
378701,194.0
378807,88
378888,158
378969,92.0
379130,161.0
379257,111
379297,78.5
379304,128
379397,107
379482,85
379594,134
379801,115
380162,93.0
380166,110.0
380524,170
380681,92
38070,94.5
381099,159.5
381103,125.0
